,Unnamed: 0.1,Unnamed: 0,Star Name,Planet Name,Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Gaia ID,Star H Mag,Star J Mag,Star K Mag,Star V Mag,Star Gaia Mag,Star W1 Mag,Star T Mag,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star RA,Star Dec,Planet Radius [Re],Planet Radius Error Upper [Re],Planet Radius Error Lower [Re],Planet Radius [Rj],Planet Radius Error Upper [Rj],Planet Radius Error Lower [Rj],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Mj],Planet Mass Error Upper [Mj],Planet Mass Error Lower [Mj],Mass Flag,RV Flag,RV Amplitude [m/s],Planet Period [days],Cumulative time (days),Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Planet Semi-major Axis [m],Planet Semi-major Axis [AU],Planet Albedo,Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,Inclination,Inclination Error Upper,Inclination Error Lower,Eccentricity,Eccentricity Error Upper,Eccentricity Error Lower,Eccentricity Flag,Periastron,Periastron Error Upper,Periastron Error Lower,Transit Mid Time [JD - 2450000],Transit Mid Time Error Upper [days],Transit Mid Time Error Lower [days],Transit Mid Time Flag,Eclipse Mid Time [JD - 2450000],Eclipse Duration [s],Transit Depth [%],Transit Depth Error Upper [%],Transit Depth Error Lower [%],"Known (Y=1,N=0)",Discovery Year,Telescope,ESM,pl_g,ASM,Tier1_SNR,Tier1 Transit S/N,Tier2_SNR,Tier2 Transit S/N,Tier3_SNR,Tier3 Transit S/N,cumulative transit [days],N cumulative transit [days]
168,144,144,TrES-1 b,TrES-1 b,1.0,12.99497411,25.49136793,1.0,4.334748902,8.570451311,Eclipse,1,4,9,0,0,0,1.04,-0.19,0.19,5230.0,-50.0,50.0,0.85,-0.05,0.05,159.658,-0.73,0.736,4.57,-0.01,0.01,Gaia DR2 2098964849867337856,9.887,10.294,9.819,11.424,11.5565,9.755,0,0.02,,,[Fe/H],3.7,-2.8,3.4,K0 V,286.0408755,36.632536,12.66614823,0.672538844,-0.672538844,1.13,0.06,-0.06,221.5263994,8.899195385,-8.581366978,0.697,0.028,-0.027,0,1,106.7,3.03007,449.1010698,-8e-06,8e-06,1103.427487,6211705641.0,0.041549871,0.3,2.3,8902.273179,0.191,1,90.0,-0.05,0.05,0.0,,,0,,,,3186.806341,5.1e-05,-5.1e-05,0,3188.321376,0.0,1.8,0.0091,-0.0091,1,2004,Ariel,99.87710983,14.07902242,5.973678386,12.26136954,7.921930285,3.060977261,2.006952367,2.164467917,1.419040155,73.66159499753473,936.7055067638196
169,498,498,GJ 1132 b,GJ 1132 b,1.0,10.45439467,20.84490474,295.819756,2590.1832,4652.523105,Transit,1,10,21,0,0,0,0.18,-0.02,0.02,3270.0,-140.0,140.0,0.21,-0.01,0.01,12.613,-0.007,0.007,4.88,-0.07,0.07,Gaia DR2 5413438219396893568,8.666,9.245,8.322,13.68,12.138,8.17,0,-0.12,-0.15,0.15,[Fe/H],5.0,,,M4.5 V,153.7090696,-47.1549358,1.132107054,0.056044904,-0.056044904,0.101,0.005,-0.005,1.659064282,0.228836453,-0.228836453,0.00522,0.00072,-0.00072,0,1,2.85,1.628931,2579.851419,-2.7e-05,2.7e-05,601.5701719,2288709157.0,0.015309091,0.1,2.3,2798.280616,0.38,1,86.58,-0.63,0.63,0.0,,,1,,,,7184.55759,0.0003,-0.0003,0,7185.372055,0.0,,,,1,2015,Ariel,10.53447945,13.19849356,1.318847382,0.398483935,7.874711896,0.100243923,2.00512563,0.070873837,1.417772027,73.75875751892363,939.1345697985419
170,89,89,TOI-1789 b,TOI-1789 b,1.0,12.47963506,24.40033986,1.0,2.224988356,4.415435213,Eclipse,1,2,4,0,0,0,1.51,-0.14,0.06,5991.0,-55.0,55.0,2.17,-0.03,0.04,229.067,-2.34,2.388,3.94,-0.04,0.02,Gaia DR2 646125297938578944,8.41,8.672,8.345,9.721,9.58439,8.297,0,0.373,-0.086,0.071,[Fe/H],2.73,-0.51,1.3,F,142.743406,26.5399951,16.14093225,2.690155375,-1.569257302,1.44,0.24,-0.14,222.4798846,50.85254506,-50.85254506,0.7,0.16,-0.16,0,1,72.0,3.208664,253.003763,-1.5e-05,1.5e-05,1862.00441,7307572342.0,0.048880083,0.3,2.3,8082.691667,0.972,1,78.41,-0.58,0.36,0.0,,,0,,,,8873.65374,0.00062,-0.00062,0,8875.258072,0.0,0.463,0.16,-0.08,2,2021,Ariel,103.959925,8.707022472,5.836941265,18.58489782,7.83820876,4.615633384,1.983665892,3.263811913,1.402570245,74.03940653513891,946.1507952039238
171,191,191,WASP-25 b,WASP-25 b,1.0,14.79406988,29.04150617,1.027730267,7.552301443,14.65808704,Eclipse,1,8,15,0,0,0,0.67,-0.22,0.22,5750.0,-100.0,100.0,0.8,-0.08,0.08,211.416,-1.447,1.468,4.5,-0.15,0.15,Gaia DR2 6186950525042445824,10.268,10.596,10.174,11.875,11.6885,10.133,0,-0.05,,,[Fe/H],0.02,-0.01,4.0,,195.3597581,-27.5222273,11.99360938,1.120898073,-1.120898073,1.07,0.1,-0.1,182.4335054,13.34879308,-13.34879308,0.574,0.042,-0.042,0,1,75.2,3.76483,633.9469046,-5e-06,5e-06,1177.988375,6200401715.0,0.041474259,0.3,2.3,9758.997182,0.44,1,88.0,-0.5,0.5,0.0,,,0,0.0,,,5888.66484,0.00013,-0.00013,0,5890.547255,0.0,1.9,0.02,-0.02,1,2010,Ariel,87.18253821,12.93126306,4.40638865,10.45643151,7.800632445,2.603728969,1.974745619,1.84113489,1.396264479,74.37826060395835,954.9610009932294
172,511,511,TOI-270 c,TOI-270 c,1.0,10.61516278,21.07398451,468.793507,4283.749342,7197.51315,Transit,1,11,21,0,0,0,0.39,-0.01,0.01,3506.0,-70.0,70.0,0.38,-0.01,0.01,22.4793,-0.01355,0.01355,4.87,-0.03,0.03,Gaia DR2 4781196115469953024,8.531,9.099,8.251,12.603,11.6306,8.13,0,-0.2,-0.12,0.12,[Fe/H],,,,M,68.4160804,-51.9573937,2.353885953,0.067253884,-0.067253884,0.21,0.006,-0.006,6.149979668,0.368680952,-0.368680952,0.01935,0.00116,-0.00116,0,1,4.16,5.6605731,2720.6538,-3.1e-06,3.1e-06,503.5562789,6794535691.0,0.045448399,0.1,2.3,6172.005981,0.28,1,89.36,-0.24,0.24,0.027,-0.021,0.021,0,10.0,-90.0,90.0,8389.50285,0.00029,-0.00029,0,8392.333137,6230.153516,0.373,0.000242,-0.000242,2,2019,Ariel,7.27320519,11.31719996,1.315041452,0.352136486,7.779041348,0.088344347,1.978993532,0.062454393,1.399290758,74.59256636718752,960.5329508371877
173,330,330,WASP-151 b,WASP-151 b,1.101016044,18.51296822,36.33724454,5.404118437,39.19928972,76.05973693,Transit,1,19,36,0,0,0,1.08,-0.05,0.05,5871.0,-57.0,57.0,1.18,-0.02,0.02,453.099,-9.633,10.052,4.35,-0.03,0.02,Gaia DR2 2657135741633337088,11.259,11.545,11.187,12.821,12.6278,11.164,0,0.1,-0.1,0.1,[Fe/H],5.5,-1.3,1.3,G1,349.0634651,0.3066895,13.30506013,0.235388595,-0.235388595,1.187,0.021,-0.021,100.4337765,9.852680604,-9.852680604,0.316,0.031,-0.031,0,1,0.0,4.5334775,1211.470752,-2.3e-06,2.3e-06,1268.02474,8228617495.0,0.05504092,0.3,2.3,13213.20008,0.304,1,88.25,-0.14,0.14,0.0,,,0,-50.0,-30.0,120.0,7763.676241,4e-05,-4e-05,0,7765.94298,0.0,1.0664,0.0048,-0.0048,1,2017,Ariel,34.66295899,5.784718825,1.897149385,5.730245711,7.76969816,1.425115285,1.966613136,1.007719377,1.390513606,75.05135803663195,972.4615342427433
174,429,429,HD 191939 b,HD 191939 b,1.368050974,13.08434457,25.19580109,60.05743504,344.307078,679.3474079,Transit,1,13,25,0,0,0,0.81,-0.04,0.04,5348.0,-100.0,100.0,0.94,-0.02,0.02,53.6089,-0.0731,0.0733,4.3,-0.1,0.1,Gaia DR2 2248126315275354496,7.215,7.597,7.18,8.97,8.77476,7.04,0,-0.15,-0.06,0.06,[Fe/H],8.7,,,G9 V,302.0256247,66.8503014,3.385112181,0.067253884,-0.067253884,0.302,0.006,-0.006,10.39934546,0.899454391,-0.899454391,0.03272,0.00283,-0.00283,0,1,3.8,8.88029,1826.554803,-2e-05,2e-05,864.4128145,11704272338.0,0.078289447,0.3,2.3,11275.4577,0.62,1,88.06,-0.08,0.08,0.0,,,0,,,,8715.3561,0.0004,-0.0004,0,8719.796245,0.0,0.122675,0.001638,-0.001638,2,2020,Ariel,11.32532983,9.253286705,0.77757197,1.244791772,7.763823813,0.311378187,1.966536366,0.220175165,1.390462673,75.44286698454862,982.6407668885765
175,419,419,HD 152843 c,HD 152843 c,1.69808499,13.62811579,26.1136459,51.37834035,252.7013938,492.2074367,Transit,2,14,26,0,0,0,1.15,-0.04,0.04,6310.0,-100.0,100.0,1.43,-0.02,0.02,107.898,-0.316,0.318,4.19,-0.03,0.03,Gaia DR2 4564566554995619072,7.655,7.896,7.629,8.855,8.76412,7.563,0,-0.16,-0.05,0.05,[Fe/H],3.97,-0.75,0.75,G0,253.7848853,20.491524,5.82866998,0.134507769,-0.134507769,0.52,0.012,-0.012,27.49851374,0.0,0.0,0.08652,0.0,0.0,1,1,0.0,24.38,1790.023248,-3.4,6.23,847.4074177,25792081600.0,0.172522285,0.3,2.3,23644.7201,0.49,1,88.89,-0.15,0.18,0.115,-0.08,0.173,0,,,,9002.7708,0.0011,-0.0011,0,9014.9608,0.0,,,,2,2021,Ariel,9.272778684,8.252897154,0.655784728,1.475045751,7.742735151,0.368325541,1.958805056,0.260439945,1.384990489,76.26386421024306,1003.9866947566321
176,100,100,WASP-187 b,WASP-187 b,1.018038482,13.14052878,25.58475366,1.0,2.571318617,5.085565058,Eclipse,1,3,5,0,0,0,1.54,-0.09,0.09,6150.0,-85.0,92.0,2.83,-0.05,0.05,371.414,-6.07,6.271,3.72,-0.03,0.03,Gaia DR2 306410392895767680,8.906,9.117,8.79,10.295,10.1318,8.771,0,0.0,-0.11,0.11,[Fe/H],2.55,-0.25,0.49,F,17.47474,25.6816494,18.3827284,0.560449037,-0.560449037,1.64,0.05,-0.05,254.2627253,28.60455659,-28.60455659,0.8,0.09,-0.09,0,1,70.0,5.147878,293.0875396,-9e-06,5e-06,1858.49425,10080692890.0,0.067429384,0.3,2.3,20477.71483,0.76,1,81.46622246,,,0.0,,,0,0.0,,,5197.3529,0.002,-0.0022,0,5199.926839,0.0,0.35,0.02,-0.02,1,2020,Ariel,62.46570177,7.671828758,3.455577256,17.74740999,7.741677738,4.404151195,1.958877911,3.114262202,1.385042811,76.97489597517361,1022.4735206448265
177,31,31,KELT-2 A b,KELT-2 A b,1.552016628,13.55724242,26.25994158,1.0,1.0,1.148289408,Eclipse,1,1,1,0,0,0,1.54,-0.28,0.28,6327.0,-80.0,80.0,1.93,-0.1,0.1,134.058,-0.793,0.802,4.5,,,Gaia DR2 3438059369839738624,7.417,7.669,7.346,8.68,8.58393,7.269,0,0.0,,,[Fe/H],3.97,-0.01,0.01,F8,92.6640226,30.9571333,15.13212399,0.896718458,-0.896718458,1.35,0.08,-0.08,485.3239769,27.65107137,-27.96889978,1.527,0.087,-0.088,0,1,162.3,4.11379,84.48509359,-1e-05,1e-05,1701.497909,8680930892.0,0.058066427,0.3,2.3,16645.55878,0.5,1,85.5657579,-1.2,1.2,0.0,,,0,90.0,,,5974.60338,0.00082,-0.00082,0,5976.660275,0.0,0.52,0.025,-0.025,1,2012,Ariel,149.0648337,21.61066393,7.80689316,34.96977251,7.725571804,8.668040238,1.954427996,6.129300561,1.381895567,77.55286676614583,1037.5007612101042
178,366,366,HATS-5 b,HATS-5 b,1.0,16.10434737,31.60171683,7.69537018,53.17700723,105.8102781,Transit,1,16,32,0,0,0,0.94,-0.03,0.03,5304.0,-50.0,50.0,0.87,-0.02,0.02,246.384,-1.719,1.742,4.53,-0.02,0.02,Gaia DR2 4899428146994060800,10.772,11.199,10.703,12.598,12.4288,10.652,0,0.19,-0.08,0.08,[Fe/H],3.6,-1.9,2.6,G,67.2228465,-21.4820568,10.22259043,0.280224518,-0.280224518,0.912,0.025,-0.025,75.64316077,4.449597692,-4.449597692,0.238,0.014,-0.014,0,1,30.0,4.763387,1395.776184,-1e-05,1e-05,990.2061838,8119909255.0,0.054313774,0.3,2.3,10714.35908,0.158,1,89.3,-0.3,0.3,0.019,-0.019,0.019,0,204.0,-107.0,107.0,6273.79068,0.0001,-0.0001,0,6276.172374,10550.02797,,,,1,2014,Ariel,32.52653146,7.380467802,2.054378543,3.991786274,7.674093204,0.997368743,1.943939131,0.705251178,1.374485342,77.92489312309027,1047.1734464906597
179,150,150,WASP-70 A b,WASP-70 A b,1.0,13.68006052,26.82024093,1.0,4.58890647,8.988977192,Eclipse,1,5,9,0,0,0,1.11,-0.04,0.04,5763.0,-79.0,79.0,1.22,-0.09,0.06,222.355,-2.816,2.888,4.31,-0.04,0.05,Gaia DR2 6888469489370835840,9.714,9.996,9.58,10.786,11.0323,9.325,0,-0.006,-0.063,0.063,[Fe/H],9.5,-0.5,0.5,G4,315.4771912,-13.4333821,13.04725357,0.818255593,-1.143316035,1.164,0.073,-0.102,189.7435587,8.263538571,-8.263538571,0.597,0.026,-0.026,0,1,73.3,3.7130203,469.1553771,-4.7e-06,4.7e-06,1346.546497,7269265344.0,0.048623848,0.3,2.3,12064.88403,0.431,1,87.12,-0.65,1.24,0.0,,,0,,,,5736.50348,0.00027,-0.00027,0,5738.35999,0.0,0.97,0.022,-0.026,1,2014,Ariel,74.48777057,11.36488329,4.040908669,12.35464173,7.662627163,3.072162076,1.93977671,2.172372063,1.37153927,78.34381270746528,1058.4842752687846
180,587,587,Kepler-33 c,Kepler-33 c,1.90263723,33.70771509,66.09804458,87827.85171,578104.3677,1104409.352,Transit,2,34,66,1,0,1,1.29,-0.12,0.06,5904.0,-47.0,47.0,1.82,-0.18,0.14,1209.16,-22.195,22.195,4.03,-0.06,0.06,Gaia DR2 2127355923723254272,12.62,12.871,12.591,14.099,13.9513,12.544,0,0.025,-0.002,0.002,[Fe/H],4.27,-1.03,0.74,,289.0775348,46.0051696,3.194559508,0.30264248,-0.30264248,0.285,0.027,-0.027,0.39092894,1.239530786,-0.321006691,0.00123,0.0039,-0.00101,0,0,0.0,13.17562,4028.226419,-0.00014,0.00014,1077.331011,17780416247.0,0.11893255,0.3,2.3,23643.2922,0.44,1,88.19,-1.06,0.58,0.0,,,0,,,,4976.6764,0.0042,-0.0042,0,4983.26421,0.0,0.02977,0.00091,-0.00091,1,2011,Ariel,0.319280135,0.390581799,0.020462858,0.067577542,7.656747958,0.016838058,1.937945272,0.011906399,1.370243518,79.1647603532986,1080.6498617062846
181,39,39,WASP-95 b,WASP-95 b,1.0,13.13377892,25.66860033,1.0,1.0,1.544341785,Eclipse,1,1,2,0,0,0,1.46,-0.42,0.42,5830.0,-140.0,140.0,1.23,-0.09,0.09,137.544,-0.786,0.795,4.36,-0.07,0.07,Gaia DR2 6518399301667782016,8.628,8.936,8.564,10.092,9.93697,8.513,0,0.14,,,[Fe/H],2.4,-1.0,1.7,G2,337.4578243,-48.0030988,13.7870463,1.008808266,-1.008808266,1.23,0.09,-0.09,382.6654015,22.56581687,-23.51930209,1.204,0.071,-0.074,0,1,175.5,2.18467,104.7104403,-1e-06,1e-06,1559.394901,5592502176.0,0.037408041,0.3,2.3,10029.35402,0.19,1,88.4,-1.65,1.65,0.0,,,0,,,,6607.17355,0.00023,-0.00023,0,6608.265885,0.0,1.0,0.03,-0.03,1,2014,Ariel,165.9292989,20.52640405,9.242670911,29.30163001,7.647733752,7.27898877,1.935841339,5.147091249,1.368756333,79.51300181232638,1090.0523811000346
182,524,524,GJ 3929 b,GJ 3929 b,1.0,10.95847213,21.76220494,754.0416508,6243.374887,11036.75883,Transit,1,11,22,0,0,0,0.31,-0.01,0.01,3369.0,-51.0,51.0,0.32,-0.01,0.01,15.8095,-0.0095,0.0096,4.84,-0.04,0.04,Gaia DR2 1372215976327300480,8.1,8.694,7.869,12.675,11.5109,,0,0.0,-0.16,0.16,[Fe/H],,,,M3.5 V,239.5775678,35.4081141,1.154525015,0.044835923,-0.033626942,0.103,0.004,-0.003,1.210926229,0.400463792,-0.419533497,0.00381,0.00126,-0.00132,0,1,1.23,2.6162745,2858.510933,-3e-06,2.9e-06,596.7097803,3762478988.0,0.025167084,0.1,2.3,4375.497452,0.108,1,89.65,-0.3,0.23,0.0,,,0,,,,8485.552355,,,1,8486.860492,0.0,,,,2,2022,Ariel,5.45088391,9.262903418,0.697421455,0.256992923,7.610497313,0.064621226,1.937097319,0.045687814,1.369669323,79.6649288071875,1094.1544099612845
